word	jp_defs	pos	hanja	jp_trans
관습적	かんしゅうてき【慣習的】 	「관형사」		ある社会で古くから受け継がれてきた秩序や風習に従ったさま。
관용적	かんようてき【慣用的】	「관형사」		習慣として長い間使われてきたさま。また、長い間使われてその形に固まったさま。
관조적	1.かんしょうてき【観照的】  2.かんしょうてき【観照的】 	「관형사」		冷静に事物や現象を観察したり、深く考えるさま。 何もしないまま事物や現象を無関心に眺めたり、そのまま放置するさま。 
괄괄하다	1.がらがらする 2.がらがらだ	「형용사」		気性などがとても強くて、せっかちだ。 声がかすれていて、太くて大きい。
-광	きょう【狂】。マニア	「접사」		「熱狂的に集中する人」の意を付加する接尾辞。 
-광	こう【鉱】	「접사」		「鉱石」または「鉱山」の意を付加する接尾辞。 
광년	こうねん【光年】	「의존 명사」	光年	宇宙にある物と物の間の距離を表す単位。
광대하다	こうだいだ【広大だ】	「형용사」	廣大하다	大きくて広い。
광막하다	こうばくたる【広漠たる】	「형용사」	廣漠하다	はてしないほど広々としている。
광명하다	1.こうみょうがさす【光明が差す】 2.あかるい【明るい】	「형용사」	光明하다	明るく、煌々としている。 (比喩的に）未来が明るい、または希望的だ。
광범위하다	こうはんいだ【広範囲だ】	「형용사」	廣範圍하다	範囲が広い。
광범하다	こうはんだ【広範だ】	「형용사」	廣範하다	範囲が広い。
광신적	きょうしんてき【狂信的】 	「관형사」		思想や宗教などを、理性を失って、盲目的に信じ込むさま。 
광적	きょうてき【狂的】。ねっきょうてき【熱狂的】	「관형사」		あることを過度に好み、それに集中したり、あまりに興奮したりして気が狂ったかのように暴れるさま。
광포하다	きょうぼうだ【狂暴だ】	「형용사」	狂暴하다	行動や性格が狂ったように非常に荒い。
광폭하다	きょうぼうだ【狂暴だ】	「형용사」	狂暴하다	行動や性格が気が狂ったように荒々しい。
광활하다	こうかつだ【広闊だ】	「형용사」	廣闊하다	広々としている。
광휘롭다	こうきにみちる【光輝に満ちる】 	「형용사」	光輝롭다	光がとても明るくて美しい。
괘씸하다	けしからん【怪しからん】。ふとどきだ【不届きだ】	「형용사」		期待や信頼に背いた行為をして、憎たらしい。
괜스럽다	こうぜんだ【公然だ】	「형용사」		特別な理由や中身がないところがある。
괜스레	なんとなく	「부사」		特別な理由や実利のあることなく。
괜찮다	1.なかなかいい 2.だいじょうぶだ【大丈夫だ】 3.だいじょうぶだ【大丈夫だ】	「형용사」		かなり良い方だ。 特に問題がない。 心配や問題がなく、許容できる。
괜히	わけもなく。りゆうもなく【理由もなく】	「부사」		特別な理由や実利なく。
괴괴하다	しんとする。しずまりかえる【静まり返る】	「형용사」		寂しい思いや恐ろしい思いをするほど、すっかり静かになる。
괴기하다	かいきだ【怪奇だ】	「형용사」	怪奇하다	恐ろしい思いをするほど、怪しくて不思議だ。
괴롭다	つらい【辛い】。くるしい【苦しい】	「형용사」		心身が安らかでなく、痛くて苦しい。
괴상망측하다	きかいせんばんだ【奇怪千万だ】	「형용사」	怪常罔測하다	不気味なほど、常識外れでとても怪しい。
괴상하다	きかいだ【奇怪だ】 。グロテスクだ	「형용사」	怪常하다	不気味なほどとても奇妙だ。
괴이쩍다	あやしげだ【怪しげだ】	「형용사」	怪異쩍다	奇怪で奇妙な感じがする。
괴이하다	あやしい【怪しい】	「형용사」	怪異하다	どうも奇怪で奇妙である。
괴팍하다	きむずかしい【気難しい】。へんくつだ【偏屈だ】	「형용사」	乖愎▽하다	性質が普通以上に気難しい。
괴퍅하다		「형용사」		
굉장하다	1.すごい【凄い】。ものすごい【物凄い】 2.すごい【凄い】。ものすごい【物凄い】	「형용사」	宏壯하다	とても大きい。 とてもすばらしくて偉い。
굉장히	1.すごく。ものすごく 2.すごく。ものすごく	「부사」	宏壯히	とても大きくて立派に。 大変、すばらしく。
교	こう【校】	「의존 명사」	校	印刷して校正した回数を表す単位。
교만스럽다	きょうまんだ【驕慢だ】 。こうまんだ【高慢だ】	「형용사」	驕慢스럽다	偉ぶって人を見下し、話し方や行動に生意気なところがある。
교만하다	きょうまんだ【驕慢だ】。こうまんだ【高慢だ】	「형용사」	驕慢하다	偉ぶって人を見下し、話し方や行動が生意気である。
교묘하다	1.こうみょうだ【巧妙だ】。たくみだ【巧みだ】 2.こうみょうだ【巧妙だ】。たくみだ【巧みだ】	「형용사」	巧妙하다	物事のやり方やはかりごとがとても上手だ。 構成や形などが面白くて風変わりだ。
교묘히	1.こうみょうに【巧妙に】 2.たくみに【巧みに】	「부사」	巧妙히	あることをする方法や知恵がとても優れ、速く。 構成や形などがかわいらしくて面白く、風変わりに。
교시	じかん【時間】。じかんめ【時間目】	「의존 명사」		学校の授業時間を数える単位。
교육적	きょういくてき【教育的】 	「관형사」		教育と関連があるか、教育に役立つさま。 
교조적	きょうじょうてき【教条的】 	「관형사」		ある原理や理論、思想などを絶対に変わらない真理のように信じ込み、無条件にそのまま守ろうとするさま。
교활하다	こうかつだ【狡猾だ】。わるがしこい【悪賢い】	「형용사」	狡猾하다	ずるくて、悪賢い。
교훈적	きょうくんてき【教訓的】 	「관형사」		行動に役立つことや指針になりうるさま。
-구-	させ	「접사」		「使役」の意を付加する接尾辞。 
구-	きゅう【旧】	「접사」		「古い」または「古びた」という意を付加する接頭辞。
-구	1.くち・ぐち【口】。こう【溝】 2.くち・ぐち【口】 3.くち・ぐち【口】	「접사」		「穴」または「すき間のある所」の意を付加する接尾辞。 「出入り口」の意を付加する接尾辞。 「窓口」の意を付加する接尾辞。 
구	ぐ【具】	「의존 명사」		死体を数える単位。
-구	ぐ【具】	「접사」		「用具」または「道具」の意を付加する接尾辞。 
구	きゅう・く【九】	「수사」		8に1を足した数。
구	1.きゅう【九】 2.きゅう【九】	「관형사」		9の。 9番目の。
구	きゅう【旧】	「관형사」		過去の。今はないか、変わったさま。
구구	くるっくくう	「부사」		鶏や鳩の鳴き声。
구구절절	ことごと	「부사」		一言一言ごとに。
구구절절이	ことごとに	「부사」	句句節節이	一言一言ごとに。
구구절절하다	ながながとする【長長とする】	「형용사」	句句節節하다	手紙文などの内容が非常に詳しくて真心がこもっている。
